,Tweets,Personal_attack
1216,"@SteveMcCVet @YEM_UK Animal Rights are on my ""Reasons to Remain"" list! https://t.co/hhq0IFMtOe",0
1217,"@naijadaydreamer You're welcome to join us in @KOWA_Lagos @KOWA_NGR Together, we can make a difference!",0
1218,"Remembering 2015 when Michael Bennett and Richard Sherman had a serious, public debate about Black Lives Matter. Hard to imagine a team other than the Seahawks having something like that play out. Now both are gone from Seattle. https://t.co/iyExoJo2jn",0
1219,@OneScaredKitty2 Come to America and get shot That’s the message,0
1220,@AliCologne Ohne Religion hätte Hells Bells gar keinen Sinn,0
1221,@GrassrootsSpeak I talked to people and they have no idea families are being split up at the border. They have no desire to participate in politics. But bet your ass they will whine and complain the most. @Brasilmagic @gollum1419_g @MichaelGaree @DrReneeObey,0
1222,The Black Lives Matter organization called the NRA a terrorist organization https://t.co/toyig4UROx https://t.co/DAt3yyL3oD,0
1223,@vanHanzoHan @AliCologne Oder Highway to hell,0
1224,@Bruchell1 @just_old_joe @realDonaldTrump @kellyz713 @Gravityisback1 @Jerusal53393006 @MarilynCapps You want to speak about murder- lets talk about how the President and the GOP refuses to address gun control with a ban on semi automatic weapons,0
1225,"Saw it. U compared laws in #China 2 USA. Don't push my choice of vegan on others. Wait 4 the world 2 convert 2 veganism there will B no one 2 fight 4 animals. I am, but if anyone is not, join me anyway 2 fight #AnimalRights U think vegan makes U an animal rights advocate NO https://t.co/WcAkDsaaSM",0
1226,"@Newsweek Imagine an organization which calls for the death of cops nationwide, is saying an organization protecting the #2A by promoting responsible gun ownership is a terrorist organization. Imagine again, a nationwide magazine, using their #1A rights, promoting a lie of theirs! WOW!!!",1
1227,Turnbull says Labor attacking him for 'having a quid' – politics live https://t.co/E6SepTqvDb,0
1228,Fox Penning is a cruel blood-sport. Foxes and coyotes are trapped in the wild and traded across state to state to be thrown into a cage with other injured animals. Hunters then put them into a pen with no way to escape while they are ripped apart by hounds. #AnimalRights #USA https://t.co/IbaELoLblz,0
1229,It’s that time of year where Utahns are showing off their religion by having their Gs hang below their shorts.,0
1230,16 @SenateDems voted to rollback regulations on big banks Some are running for re- #election2018 @womensmarch @WorkingFamilies @DemSocialists @OurRevolution @votevets @nativevote #BlackLivesMatter @4aPeoplesParty @ColorOfChange @peoplepower @BadassTeachersA @educatorsresist https://t.co/s6juKak41s,0
1231,"@EINS_Institute I'm done with you on this, but I will repeat:
 

 GUN CONTROL =/= DISARMING
 

 Next time, argue honestly.",0
1232,@lenoretaylor Poor little rich boy.,0
1233,"@WWA_Awareness Also use racoons/housecats,etc For coon dog ""training"" First shootin g or breaking a leg to cripple These ""hunters"" do many evil I care not to mention I have witnessed these things I know it is true",0
1234,@AndrewScheer @theresa_may Does she know you're a #WHITEsupremacist #cdnpoli #BlackLivesMatter,0
1235,"@BioTurboNick Whether that amounted to a TOTAL disarmament or ""only"" a partial one, it still leaves the Republic less secure against tyranny. And I--for my part--choose not to take that chance. Now--in the age of Trump--more than ever.",0
1236,"@TroiStories @JLSxpress I totally agree that the man with the MAGA hat had no case, as political discrimination is not protected under the constitution. However, religion is protected under the constitution. So what about the spiritual beliefs of the baker?",0
1237,@johnfordaust @lenoretaylor He can go over to the Caymans and count his money that will cheer him up.,0
1238,"@WWA_Awareness I have seen these by life in country/with helping veternarian assist calls&amp;,on call mechanic work I left those jobs immediate of disgust",0
1239,"This is cold blooded execution. They shot #StephonClark 20 times, didn’t call an ambulance, &amp; sat asking each other if they were okay. Meanwhile an unarmed Clark died in his own backyard. WARNING GRAPHIC VIDEO #BlackLivesMatter [video via @KCRAMiller] https://t.co/xKLNWczd5d",0
1240,"Con las celebraciones de la Cruz de los Milagros finalizamos los festejos del Mes de Corrientes. En comunidad, compartimos nuestra religión e historia. https://t.co/zUuo8DFExl",0
1241,@piersmorgan @piersmorgan I really admired your stand on gun control in America but your defence of Trump and all he stands for makes you look shallow and a real hypocrite even on that issue.,0
1242,"""This is a victory for Trump"" ""Both sides trade barbs"" The media's sound-byte coverage of political discourse as a low stakes game has led to both-sideism, false equivalency, and a less informed public. Politics is not a sport. Stop covering it like one. https://t.co/ca5rUM8ZEU",0
1243,@VP Please vote against the King Amendment H.R 4879! This amendment threatens to destroy laws already put in place for animal welfare and subverts local state human safety laws !This lacks complete human decency #SteveKing #animalrights https://t.co/17qK31Iuo7,0
1244,"@FoxNews @foxandfriends @SenatorDanHall #FauxNews ""In God We Trust"" was pushed upon us in the 1950's... We are a nation founded on freedom of religion.. that also means freedom FROM religion. You can't force me to believe in your bronze age gods. #TheResistance",0
1245,"@realDonaldTrump enacting sensible gun control laws. Children are being shot and killed in our schools, churches &amp; on our streets in small towns. These are places we have traditionally viewed as safe spaces, places in which to learn, worship, grow and thrive, and yet despite of all of this, you",0
1246,"@MuslimIQ That guy was a nut job but he clearly wasn’t armed. When the police shot Clark it was dark and they were chasing him after a suspected crime and thought they saw a gun. I don’t see an issue of black and white when comparing the two videos, they’re very different situations.",1
1247,@RanttMedia If we had a legitimate President that cared about the country more than lining his pockets things would become more civilized. Until then he must be called out on every lie and the GOP must be held accountable for being complicit.,0
1248,Nice to see animal lovers from all parts of the world following us. Where are you from? #AnimalRights #Animals #AnimalLovers #Vegan https://t.co/KZmsdMFFAe,0
1249,"@realDonaldTrump enacting sensible gun control laws. Children are being shot and killed in our schools, churches &amp; on our streets in small towns. These are places we have traditionally viewed as safe spaces, places in which to learn, worship, grow and thrive, and yet despite of all of this, you",0
1250,@instaffwetrust @MuslimIQ Would you like a list of unarmed black men who were killed? How about those who were shot by cops even though they had their hands up?,0
1251,"Note to conservatives: if you do not ensure an ever broader ownership of homes, you will be forced into an anti-capitalist politics in order to survive... https://t.co/WovlzLZbOw",0
1252,@Namaste86405544 @san6776 @yobaz_hunter @Lasmiranda585 @ZDFheute Was du da machst ist leider ein Beispiel aus der Nazi Zeit.Aber egal oder?“Muslime können nur mit Nazis ankommen:)“Wenn du meine Religion nicht akzeptierst dann brauchst du mich auch nicht als Mensch akzeptieren.Religion ist ein Teil von mir. Angenehmen Abend noch :),0
1253,"@WWA_Awareness North of Sydney, Australia mate!",0
1254,"@realDonaldTrump are off playing golf, yet again, on the American taxpayer's dime. The government could shut down AGAIN. Mexico isn't paying for the wall (as you promised your voters) &amp; your holding the Dreamers hostage so you can force U.S. taxpayers pay for a border wall the majority doesn't",0
1255,@busblog @MuslimIQ All I said was that those two videos aren’t comparable.,0
1256,"Allahu akbar in Paris. The Religion of Peace strikes again. Time to clamp down: detain, deport, exclude ALL who pose any threat whatsoever. Their “human rights” are less important than the rights of their innocent victims.  https://t.co/dtefajMOD1",0
1257,@GrayConnolly Also the biggest determinant of poverty in retirement is the lack of home ownership.,0
1258,"The gun nuts love to attack, sidetrack, and change the topic. They're hilariously stupid and violently dangerous (despite living in Mommy's basement) Here's how to get their attention: #gunsense #guncontrol Let's give them something to read if they can? https://t.co/dphvbrmtTO",1
1259,"@instaffwetrust @MuslimIQ This black man was on his back with his hands up. The cop shot him 3x anyways. When asked why, the cop said he didn’t know why. Why do you think he shot him? https://t.co/pt6jaV6cfv",0
1260,@COLRICHARDKEMP @FreedomtruckGA I agree. We should start with the assault weapon owning Caucasian anti-government militia men who usually commit mass murder atrocities. Seen any?,0
1261,.@SamHarrisOrg,0
1262,Welcome to the United Kingdom Thousands of beagle dogs tortured per year in the name of scientific research funded by British tax payers. #AnimalRights #Animals #Dogs #BBCNews #UK #BanAnimalTesting https://t.co/OgXs7WIX8E,0
1263,@busblog @instaffwetrust @MuslimIQ The Arizona cop who got off murder charges killing a man with his rifle that said you're Fucked. That was straight murder. Murdered following the cops command begging for his life.,0
1264,"@GregCurtin The basis was for ""the people"" to be armed! Who is the militia? It is we the people, and as such we should be armed!",0
1265,@VoteLoveNotAfD Das habe ich doch gesagt. Der Islam akzeptiert keine andere Religion und hat mit den NS zusammengearbeitet.,0
1266,"Friends, in regard to earlier thread. Im not suggesting that there arent black lives matter supporters at the #MarchForOurLives Im asking us to pay attention to how society, media, your own FB/Twitter account is supporting this movement compared to when the movement was for BLM",0
1267,Democrats are botching Supreme Court politics | Opinion #ScotusPick https://t.co/r72SFCZx6t,0
1268,@LovesStangs2 it is b/c they didn't have police forces as known today.,0
1269,@WWA_Awareness It's pointless to test on animals because they're so different genetically to us!,0
1270,@R1chtungsweiser Dachtest Du ernsthaft ich sei ein Moslem? :D Danke! Ist mir eine Ehre! :),0
1271,"@austinchanning Definitely with you 100%. Apart from the obvious (racial bias leading to lack of embrace/empathy and support in messaging &amp; infrastructure development, etc...); is there space to critique how disjointed BLM was in its formation and inability to control the narrative?",0
1272,@dallasnews The Democrats are. de- legitimizing their own existence as lawmakers by their presumption of a candidates predisposition to be biased. Worst of all is the insertion of sectarianism into the debate .Democrats must rise above its kangaroo court mentality or one day suffer in kind.,0
1273,"A year ago today Ringling Bros &amp; Barnum and Bailey Circus had their LAST show!  They closed due to public awareness of over a century and a half long of well-documented, horrific #AnimalAbuse. #AnimalRights activists are still working to get ALL animals free. ✊ @peta https://t.co/Gt5fTRnAms",0
1274,"@austinchanning Or was the movement destined to be rejected by dominant culture simply because of the very nature of the movement? The disparity in how the two movements have been received is so stark…and it hurts. But if we could go back to 2013, what could have been done differently?",0
1275,@GregCurtin @701SKUHLsoyoAKQ One reason I own an automatic weapon is as an investment.I paid $25K for it 5 years ago and it's almost tripled in value https://t.co/c26LcMIlHj has your 401K done in that time?,0
